tiempo_inicio,tiempo_fin,user_id,tipo_solicitud,texto_solicitud,caracteristicas,demanda_predicha,servidor_asignado
2024-12-21 01:33:06,2024-12-21 01:33:06,user_basico_1,simple,Consulta general,"{'longitud': 16, 'tipo': 'simple'}",0,encolada
2024-12-21 01:33:07,2024-12-21 01:33:08,user_intermedio_2,simple,Consulta sobre mi plan,"{'longitud': 22, 'tipo': 'simple'}",0,encolada
2024-12-21 01:33:07,2024-12-21 01:33:08,user_avanzado_3,compleja,Análisis avanzado de datos,"{'longitud': 26, 'tipo': 'compleja'}",0,encolada
2024-12-21 01:33:09,2024-12-21 01:33:09,user_avanzado_2,compleja,Informe de rendimiento personalizado,"{'longitud': 36, 'tipo': 'simple'}",0,encolada
2024-12-21 01:33:09,2024-12-21 01:33:09,user_intermedio_3,simple,Duda sobre la factura,"{'longitud': 21, 'tipo': 'simple'}",0,encolada
2024-12-21 01:33:09,2024-12-21 01:33:10,user_basico_1,simple,Duda sobre el servicio,"{'longitud': 22, 'tipo': 'simple'}",0,encolada
2024-12-21 01:33:10,2024-12-21 01:33:11,user_avanzado_3,codigo,Automatización de tareas con scripts,"{'longitud': 36, 'tipo': 'simple'}",0,encolada
2024-12-21 01:33:11,2024-12-21 01:33:12,user_avanzado_2,compleja,Informe de rendimiento personalizado,"{'longitud': 36, 'tipo': 'simple'}",0,encolada
2024-12-21 01:33:12,2024-12-21 01:33:12,user_basico_2,simple,Consulta general,"{'longitud': 16, 'tipo': 'simple'}",0,encolada
2024-12-21 01:33:12,2024-12-21 01:33:12,user_intermedio_2,simple,Consulta sobre mi plan,"{'longitud': 22, 'tipo': 'simple'}",0,encolada
2024-12-21 01:33:13,2024-12-21 01:33:14,user_avanzado_1,compleja,Análisis avanzado de datos,"{'longitud': 26, 'tipo': 'compleja'}",0,encolada
2024-12-21 01:33:14,2024-12-21 01:33:14,user_intermedio_3,simple,Duda sobre la factura,"{'longitud': 21, 'tipo': 'simple'}",0,encolada
2024-12-21 01:33:15,2024-12-21 01:33:15,user_avanzado_1,compleja,Informe de rendimiento personalizado,"{'longitud': 36, 'tipo': 'simple'}",0,encolada
2024-12-21 01:33:16,2024-12-21 01:33:16,user_avanzado_2,compleja,Optimización de modelo de ML,"{'longitud': 28, 'tipo': 'simple'}",0,encolada
2024-12-21 01:33:17,2024-12-21 01:33:17,user_intermedio_1,simple,Prueba de API,"{'longitud': 13, 'tipo': 'simple'}",0,encolada
2024-12-21 01:33:17,2024-12-21 01:33:17,user_basico_2,simple,Duda sobre el servicio,"{'longitud': 22, 'tipo': 'simple'}",0,encolada
2024-12-21 01:33:17,2024-12-21 01:33:18,user_avanzado_2,compleja,Predicciones de mercado,"{'longitud': 23, 'tipo': 'simple'}",0,encolada
2024-12-21 01:33:19,2024-12-21 01:33:19,user_avanzado_2,compleja,Optimización de modelo de ML,"{'longitud': 28, 'tipo': 'simple'}",0,encolada
2024-12-21 01:33:19,2024-12-21 01:33:20,user_intermedio_2,simple,Cambiar mi suscripción,"{'longitud': 22, 'tipo': 'simple'}",0,encolada
2024-12-21 01:33:20,2024-12-21 01:33:21,user_avanzado_2,compleja,Informe de rendimiento personalizado,"{'longitud': 36, 'tipo': 'simple'}",0,encolada
2024-12-21 01:33:21,2024-12-21 01:33:22,user_intermedio_3,simple,Consulta sobre mi plan,"{'longitud': 22, 'tipo': 'simple'}",0,encolada
2024-12-21 01:33:22,2024-12-21 01:33:22,user_basico_2,simple,Duda sobre el servicio,"{'longitud': 22, 'tipo': 'simple'}",0,encolada
2024-12-21 01:33:22,2024-12-21 01:33:22,user_avanzado_1,compleja,Informe de rendimiento personalizado,"{'longitud': 36, 'tipo': 'simple'}",0,encolada
2024-12-21 01:33:23,2024-12-21 01:33:23,user_intermedio_2,simple,Prueba de API,"{'longitud': 13, 'tipo': 'simple'}",0,encolada
2024-12-21 01:33:23,2024-12-21 01:33:24,user_avanzado_3,compleja,Informe de rendimiento personalizado,"{'longitud': 36, 'tipo': 'simple'}",0,encolada
2024-12-21 01:33:25,2024-12-21 01:33:25,user_avanzado_1,codigo,Integración de API avanzada,"{'longitud': 27, 'tipo': 'simple'}",0,encolada
2024-12-21 01:33:25,2024-12-21 01:33:25,user_basico_2,simple,Duda sobre el servicio,"{'longitud': 22, 'tipo': 'simple'}",0,encolada
2024-12-21 01:33:26,2024-12-21 01:33:26,user_intermedio_2,simple,Duda sobre la factura,"{'longitud': 21, 'tipo': 'simple'}",0,encolada
2024-12-21 01:33:26,2024-12-21 01:33:26,user_avanzado_1,compleja,Predicciones de mercado,"{'longitud': 23, 'tipo': 'simple'}",0,encolada
2024-12-21 01:33:28,2024-12-21 01:33:28,user_avanzado_2,compleja,Optimización de modelo de ML,"{'longitud': 28, 'tipo': 'simple'}",0,encolada
2024-12-21 01:33:29,2024-12-21 01:33:29,user_basico_3,simple,Duda sobre el servicio,"{'longitud': 22, 'tipo': 'simple'}",0,encolada
2024-12-21 01:33:29,2024-12-21 01:33:29,user_intermedio_2,simple,Análisis de datos de mi cuenta,"{'longitud': 30, 'tipo': 'compleja'}",0,encolada
2024-12-21 01:33:29,2024-12-21 01:33:30,user_avanzado_2,codigo,Ejecución de código Python complejo,"{'longitud': 35, 'tipo': 'codigo'}",0,encolada
2024-12-21 01:33:30,2024-12-21 01:33:31,user_intermedio_2,simple,Prueba de API,"{'longitud': 13, 'tipo': 'simple'}",0,encolada
2024-12-21 01:33:30,2024-12-21 01:33:31,user_avanzado_2,codigo,Automatización de tareas con scripts,"{'longitud': 36, 'tipo': 'simple'}",0,encolada
2024-12-21 01:33:32,2024-12-21 01:33:32,user_avanzado_2,compleja,Optimización de modelo de ML,"{'longitud': 28, 'tipo': 'simple'}",0,encolada
2024-12-21 01:33:32,2024-12-21 01:33:32,user_intermedio_1,simple,Análisis de datos de mi cuenta,"{'longitud': 30, 'tipo': 'compleja'}",0,encolada
2024-12-21 01:33:33,2024-12-21 01:33:33,user_basico_1,simple,Duda sobre el servicio,"{'longitud': 22, 'tipo': 'simple'}",0,encolada
2024-12-21 01:33:33,2024-12-21 01:33:34,user_avanzado_1,codigo,Depuración de código,"{'longitud': 20, 'tipo': 'codigo'}",0,encolada
2024-12-21 01:33:34,2024-12-21 01:33:35,user_avanzado_1,compleja,Optimización de modelo de ML,"{'longitud': 28, 'tipo': 'simple'}",0,encolada
2024-12-21 01:33:35,2024-12-21 01:33:35,user_intermedio_2,simple,Ejecución de script simple,"{'longitud': 26, 'tipo': 'simple'}",0,encolada
2024-12-21 01:33:35,2024-12-21 01:33:36,user_avanzado_2,codigo,Ejecución de código Python complejo,"{'longitud': 35, 'tipo': 'codigo'}",0,encolada
